n,prec,nprocs,iters,residual,time_setup,time_solve,total_time
40000,as2,1,937,4.216468e-03,8.613592e-01,8.655756e-01
80000,as2,2,917,3.620183e-03,9.203238e-01,9.239440e-01
160000,as2,4,813,4.562311e-03,9.793082e-01,9.838705e-01
320000,as2,8,820,8.191065e-03,1.699272e+00,1.707463e+00
640000,as2,16,813,1.375218e-02,3.510432e+00,3.524184e+00
